Label,area_0,area_1,area_2,area_3,area_4,
Uninfected,9480.5,0,0,0,0,
Uninfected,12034.5,0,0,0,0,
Uninfected,0.0,0.0,0.0,2.0,2.0,
Uninfected,10785.0,0,0,0,0,
Uninfected,10.0,11846.0,0,0,0,
Uninfected,13137.0,0,0,0,0,
Uninfected,16409.0,0,0,0,0,
Uninfected,12302.5,0,0,0,0,
Uninfected,10374.5,0,0,0,0,
Uninfected,9978.0,0,0,0,0,
Uninfected,15037.0,0,0,0,0,
Uninfected,14962.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,12103.0,0,
Uninfected,9444.5,0,0,0,0,
Uninfected,12088.0,0,0,0,0,
Uninfected,14165.5,0,0,0,0,
Uninfected,11305.0,0,0,0,0,
Uninfected,12072.5,0,0,0,0,
Uninfected,10800.0,0,0,0,0,
Uninfected,13088.5,0,0,0,0,
Uninfected,12466.0,0,0,0,0,
Uninfected,9968.0,0,0,0,0,
Uninfected,9479.5,0,0,0,0,
Uninfected,9150.5,0,0,0,0,
Uninfected,19514.0,0,0,0,0,
Uninfected,14857.0,0,0,0,0,
Uninfected,13955.5,0,0,0,0,
Uninfected,16404.5,0,0,0,0,
Uninfected,4.0,2.0,4.0,0.0,0.0,
Uninfected,10456.0,0,0,0,0,
Uninfected,12137.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,13961.0,0,
Uninfected,15300.5,0,0,0,0,
Uninfected,11210.5,0,0,0,0,
Uninfected,9359.5,0,0,0,0,
Uninfected,11169.5,0,0,0,0,
Uninfected,9032.0,0,0,0,0,
Uninfected,9646.0,0,0,0,0,
Uninfected,14736.5,0,0,0,0,
Uninfected,14881.0,0,0,0,0,
Uninfected,11646.5,0,0,0,0,
Uninfected,11140.0,0,0,0,0,
Uninfected,13374.0,0,0,0,0,
Uninfected,11827.5,0,0,0,0,
Uninfected,94.5,17299.0,0,0,0,
Uninfected,2.0,4.0,0.0,10.0,2.0,
Uninfected,11789.0,0,0,0,0,
Uninfected,13957.0,0,0,0,0,
Uninfected,14465.0,0,0,0,0,
Uninfected,14789.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,14.0,4.0,
Uninfected,13342.0,0,0,0,0,
Uninfected,7161.0,0,0,0,0,
Uninfected,17882.5,0,0,0,0,
Uninfected,10213.5,0,0,0,0,
Uninfected,10263.5,0,0,0,0,
Uninfected,17358.5,0,0,0,0,
Uninfected,11222.0,0,0,0,0,
Uninfected,15255.5,0,0,0,0,
Uninfected,15544.5,0,0,0,0,
Uninfected,4.0,10203.0,0,0,0,
Uninfected,12639.5,0,0,0,0,
Uninfected,65.0,9138.5,0,0,0,
Uninfected,9711.0,0,0,0,0,
Uninfected,10943.5,0,0,0,0,
Uninfected,13544.0,0,0,0,0,
Uninfected,13016.0,0,0,0,0,
Uninfected,2.0,2.0,2.0,2.0,4.0,
Uninfected,17.5,11632.0,0,0,0,
Uninfected,11696.0,0,0,0,0,
Uninfected,2.0,5776.5,0,0,0,
Uninfected,15172.0,0,0,0,0,
Uninfected,7161.0,0,0,0,0,
Uninfected,15348.0,0,0,0,0,
Uninfected,16343.0,0,0,0,0,
Uninfected,12735.5,0,0,0,0,
Uninfected,9906.5,0,0,0,0,
Uninfected,16398.0,0,0,0,0,
Uninfected,8907.5,0,0,0,0,
Uninfected,9.5,13347.0,0,0,0,
Uninfected,13783.0,0,0,0,0,
Uninfected,9641.0,0,0,0,0,
Uninfected,10501.5,0,0,0,0,
Uninfected,12329.0,0,0,0,0,
Uninfected,11643.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,0.0,20.0,
Uninfected,15974.5,0,0,0,0,
Uninfected,11803.5,0,0,0,0,
Uninfected,13367.5,0,0,0,0,
Uninfected,12291.5,0,0,0,0,
Uninfected,4.0,2.0,8.0,0.0,0.0,
Uninfected,13084.0,0,0,0,0,
Uninfected,2.0,10970.5,0,0,0,
Uninfected,7.0,13769.5,0,0,0,
Uninfected,10153.5,0,0,0,0,
Uninfected,22739.5,0,0,0,0,
Uninfected,13492.0,0,0,0,0,
Uninfected,11863.0,0,0,0,0,
Uninfected,8573.0,0,0,0,0,
Uninfected,12.0,22655.0,0,0,0,
Uninfected,12262.0,0,0,0,0,
Uninfected,15018.0,0,0,0,0,
Uninfected,2.0,14834.5,0,0,0,
Uninfected,14485.0,0,0,0,0,
Uninfected,15084.0,0,0,0,0,
Uninfected,10226.0,0,0,0,0,
Uninfected,11211.0,0,0,0,0,
Uninfected,9604.5,0,0,0,0,
Uninfected,11971.0,0,0,0,0,
Uninfected,13957.0,0,0,0,0,
Uninfected,19.0,2.0,2.0,112.0,9264.0,
Uninfected,15724.0,0,0,0,0,
Uninfected,10501.0,0,0,0,0,
Uninfected,12171.5,0,0,0,0,
Uninfected,10665.5,0,0,0,0,
Uninfected,10320.5,0,0,0,0,
Uninfected,13004.0,0,0,0,0,
Uninfected,8448.0,0,0,0,0,
Uninfected,13004.0,0,0,0,0,
Uninfected,9687.0,0,0,0,0,
Uninfected,13272.0,0,0,0,0,
Uninfected,16.5,8.5,2.0,36.5,11656.0,
Uninfected,15860.5,0,0,0,0,
Uninfected,14259.5,0,0,0,0,
Uninfected,2.0,5.5,2.0,2.0,4.0,
Uninfected,15578.5,0,0,0,0,
Uninfected,10023.0,0,0,0,0,
Uninfected,11483.0,0,0,0,0,
Uninfected,15698.5,0,0,0,0,
Uninfected,6710.0,0,0,0,0,
Uninfected,14653.0,0,0,0,0,
Uninfected,2.0,2.0,2.0,2.0,2.0,
Uninfected,11185.0,0,0,0,0,
Uninfected,2.0,7.0,4.0,3.5,0.0,
Uninfected,8514.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,4.0,2.0,
Uninfected,13506.5,0,0,0,0,
Uninfected,11075.5,0,0,0,0,
Uninfected,4.0,4.0,5.5,2.0,2.0,
Uninfected,10647.0,0,0,0,0,
Uninfected,11528.5,0,0,0,0,
Uninfected,4.0,14244.0,0,0,0,
Uninfected,13905.0,0,0,0,0,
Uninfected,17100.5,0,0,0,0,
Uninfected,10114.0,0,0,0,0,
Uninfected,15584.5,0,0,0,0,
Uninfected,8197.5,0,0,0,0,
Uninfected,11902.5,0,0,0,0,
Uninfected,85.0,13726.5,0,0,0,
Uninfected,13908.5,0,0,0,0,
Uninfected,18265.0,0,0,0,0,
Uninfected,9264.0,0,0,0,0,
Uninfected,12077.5,0,0,0,0,
Uninfected,15339.5,0,0,0,0,
Uninfected,13136.0,0,0,0,0,
Uninfected,11455.5,0,0,0,0,
Uninfected,13838.5,0,0,0,0,
Uninfected,52.5,6.0,18443.5,0,0,
Uninfected,2.0,9262.0,0,0,0,
Uninfected,13352.0,0,0,0,0,
Uninfected,13592.5,0,0,0,0,
Uninfected,14930.5,0,0,0,0,
Uninfected,11519.0,0,0,0,0,
Uninfected,12201.5,0,0,0,0,
Uninfected,6.0,2.0,7.0,2.0,2.0,
Uninfected,6162.0,0,0,0,0,
Uninfected,14647.0,0,0,0,0,
Uninfected,2.0,12473.0,0,0,0,
Uninfected,12468.5,0,0,0,0,
Uninfected,15223.5,0,0,0,0,
Uninfected,7954.0,0,0,0,0,
Uninfected,2.0,2.0,31.0,4.0,29.5,
Uninfected,10588.0,0,0,0,0,
Uninfected,15083.5,0,0,0,0,
Uninfected,11246.0,0,0,0,0,
Uninfected,14534.0,0,0,0,0,
Uninfected,10003.0,0,0,0,0,
Uninfected,9184.5,0,0,0,0,
Uninfected,10444.5,0,0,0,0,
Uninfected,10536.0,0,0,0,0,
Uninfected,12869.0,0,0,0,0,
Uninfected,16468.0,0,0,0,0,
Uninfected,9478.0,0,0,0,0,
Uninfected,8825.0,0,0,0,0,
Uninfected,11331.0,0,0,0,0,
Uninfected,12741.0,0,0,0,0,
Uninfected,43.0,11987.0,0,0,0,
Uninfected,12928.5,0,0,0,0,
Uninfected,12509.0,0,0,0,0,
Uninfected,70.5,10808.0,0,0,0,
Uninfected,12768.5,0,0,0,0,
Uninfected,8940.5,0,0,0,0,
Uninfected,9140.0,0,0,0,0,
Uninfected,12761.5,0,0,0,0,
Uninfected,13924.5,0,0,0,0,
Uninfected,7799.0,0,0,0,0,
Uninfected,13807.5,0,0,0,0,
Uninfected,13170.0,0,0,0,0,
Uninfected,14248.5,0,0,0,0,
Uninfected,13691.0,0,0,0,0,
Uninfected,13095.5,0,0,0,0,
Uninfected,9.0,2.0,15319.0,0,0,
Uninfected,14463.0,0,0,0,0,
Uninfected,13715.5,0,0,0,0,
Uninfected,14369.5,0,0,0,0,
Uninfected,12485.5,0,0,0,0,
Uninfected,15543.5,0,0,0,0,
Uninfected,11132.0,0,0,0,0,
Uninfected,13400.5,0,0,0,0,
Uninfected,19921.5,0,0,0,0,
Uninfected,12184.0,0,0,0,0,
Uninfected,9237.5,0,0,0,0,
Uninfected,11825.0,0,0,0,0,
Uninfected,10076.0,0,0,0,0,
Uninfected,10460.0,0,0,0,0,
Uninfected,12470.5,0,0,0,0,
Uninfected,13829.5,0,0,0,0,
Uninfected,16611.0,0,0,0,0,
Uninfected,9850.5,0,0,0,0,
Uninfected,13948.0,0,0,0,0,
Uninfected,10040.5,0,0,0,0,
Uninfected,13377.0,0,0,0,0,
Uninfected,13094.5,0,0,0,0,
Uninfected,18091.5,0,0,0,0,
Uninfected,11520.5,0,0,0,0,
Uninfected,12246.0,0,0,0,0,
Uninfected,14362.0,0,0,0,0,
Uninfected,14825.5,0,0,0,0,
Uninfected,17347.0,0,0,0,0,
Uninfected,14882.0,0,0,0,0,
Uninfected,12166.5,0,0,0,0,
Uninfected,13129.0,0,0,0,0,
Uninfected,11130.0,0,0,0,0,
Uninfected,14121.5,0,0,0,0,
Uninfected,7.0,27.5,8158.5,0,0,
Uninfected,10506.0,0,0,0,0,
Uninfected,9.5,15746.5,0,0,0,
Uninfected,13821.5,0,0,0,0,
Uninfected,11377.0,0,0,0,0,
Uninfected,16343.5,0,0,0,0,
Uninfected,18657.5,0,0,0,0,
Uninfected,11904.0,0,0,0,0,
Uninfected,11795.0,0,0,0,0,
Uninfected,14714.0,0,0,0,0,
Uninfected,14617.0,0,0,0,0,
Uninfected,11655.5,0,0,0,0,
Uninfected,12917.0,0,0,0,0,
Uninfected,8611.0,0,0,0,0,
Uninfected,12841.5,0,0,0,0,
Uninfected,14206.5,0,0,0,0,
Uninfected,10004.5,0,0,0,0,
Uninfected,12601.0,0,0,0,0,
Uninfected,8973.5,0,0,0,0,
Uninfected,11250.5,0,0,0,0,
Uninfected,11380.5,0,0,0,0,
Uninfected,17510.5,0,0,0,0,
Uninfected,10844.5,0,0,0,0,
Uninfected,11347.0,0,0,0,0,
Uninfected,2.0,2.0,4.0,2.0,2.0,
Uninfected,12806.5,0,0,0,0,
Uninfected,14648.0,0,0,0,0,
Uninfected,9324.5,0,0,0,0,
Uninfected,10363.0,0,0,0,0,
Uninfected,8650.5,0,0,0,0,
Uninfected,11600.0,0,0,0,0,
Uninfected,13932.0,0,0,0,0,
Uninfected,13394.0,0,0,0,0,
Uninfected,15331.0,0,0,0,0,
Uninfected,10746.5,0,0,0,0,
Uninfected,13812.0,0,0,0,0,
Uninfected,12571.0,0,0,0,0,
Uninfected,13349.5,0,0,0,0,
Uninfected,9268.0,0,0,0,0,
Uninfected,10679.0,0,0,0,0,
Uninfected,14446.5,0,0,0,0,
Uninfected,14794.0,0,0,0,0,
Uninfected,8226.5,0,0,0,0,
Uninfected,14607.5,0,0,0,0,
Uninfected,10201.5,0,0,0,0,
Uninfected,10742.5,0,0,0,0,
Uninfected,13913.5,0,0,0,0,
Uninfected,18797.5,0,0,0,0,
Uninfected,15137.5,0,0,0,0,
Uninfected,13166.5,0,0,0,0,
Uninfected,13127.5,0,0,0,0,
Uninfected,10785.5,0,0,0,0,
Uninfected,12898.5,0,0,0,0,
Uninfected,14279.0,0,0,0,0,
Uninfected,13354.0,0,0,0,0,
Uninfected,12789.5,0,0,0,0,
Uninfected,3822.5,0,0,0,0,
Uninfected,10734.5,0,0,0,0,
Uninfected,13515.5,0,0,0,0,
Uninfected,11686.5,0,0,0,0,
Uninfected,7112.0,0,0,0,0,
Uninfected,11042.0,0,0,0,0,
Uninfected,9887.5,0,0,0,0,
Uninfected,17704.0,0,0,0,0,
Uninfected,12153.0,0,0,0,0,
Uninfected,4.0,13.0,2.0,11333.0,0,
Uninfected,10191.0,0,0,0,0,
Uninfected,16625.0,0,0,0,0,
Uninfected,4.0,5.5,2.0,4.0,2.0,
Uninfected,10501.0,0,0,0,0,
Uninfected,5.5,2.0,18786.5,0,0,
Uninfected,16900.5,0,0,0,0,
Uninfected,11287.0,0,0,0,0,
Uninfected,14115.5,0,0,0,0,
Uninfected,12814.0,0,0,0,0,
Uninfected,13751.0,0,0,0,0,
Uninfected,0.0,2.0,11757.5,0,0,
Uninfected,12931.5,0,0,0,0,
Uninfected,9784.5,0,0,0,0,
Uninfected,10436.0,0,0,0,0,
Uninfected,10216.5,0,0,0,0,
Uninfected,11198.5,0,0,0,0,
Uninfected,12721.5,0,0,0,0,
Uninfected,16881.0,0,0,0,0,
Uninfected,445.0,14764.0,0,0,0,
Uninfected,15664.5,0,0,0,0,
Uninfected,9528.0,0,0,0,0,
Uninfected,2.0,2.0,2.0,4.0,2.0,
Uninfected,11715.5,0,0,0,0,
Uninfected,10669.5,0,0,0,0,
Uninfected,15516.0,0,0,0,0,
Uninfected,9287.5,0,0,0,0,
Uninfected,15288.5,0,0,0,0,
Uninfected,9357.5,0,0,0,0,
Uninfected,14202.5,0,0,0,0,
Uninfected,10502.5,0,0,0,0,
Uninfected,10591.0,0,0,0,0,
Uninfected,13978.0,0,0,0,0,
Uninfected,13451.5,0,0,0,0,
Uninfected,16617.5,0,0,0,0,
Uninfected,2.0,17.5,12.5,12595.0,0,
Uninfected,10861.5,0,0,0,0,
Uninfected,10513.5,0,0,0,0,
Uninfected,14038.0,0,0,0,0,
Uninfected,11388.0,0,0,0,0,
Uninfected,12497.0,0,0,0,0,
Uninfected,15858.0,0,0,0,0,
Uninfected,9963.0,0,0,0,0,
Uninfected,14303.5,0,0,0,0,
Uninfected,15173.0,0,0,0,0,
Uninfected,8989.5,0,0,0,0,
Uninfected,10500.5,0,0,0,0,
Uninfected,12744.0,0,0,0,0,
Uninfected,10634.0,0,0,0,0,
Uninfected,4.0,2.0,4.0,7.0,4.0,
Uninfected,13683.0,0,0,0,0,
Uninfected,17193.5,0,0,0,0,
Uninfected,7892.0,0,0,0,0,
Uninfected,2.0,2.0,11030.0,0,0,
Uninfected,10978.0,0,0,0,0,
Uninfected,71.0,17708.5,0,0,0,
Uninfected,11.0,12424.5,0,0,0,
Uninfected,10271.5,0,0,0,0,
Uninfected,9882.0,0,0,0,0,
Uninfected,16133.5,0,0,0,0,
Uninfected,14796.5,0,0,0,0,
Uninfected,13114.0,0,0,0,0,
Uninfected,7790.0,0,0,0,0,
Uninfected,0.0,12205.5,0,0,0,
Uninfected,2.0,7.0,2.0,12131.0,0,
Uninfected,11862.5,0,0,0,0,
Uninfected,5.5,2.0,0.0,0.0,0.0,
Uninfected,12489.5,0,0,0,0,
Uninfected,15304.0,0,0,0,0,
Uninfected,11357.5,0,0,0,0,
Uninfected,10586.0,0,0,0,0,
Uninfected,9504.5,0,0,0,0,
Uninfected,12717.5,0,0,0,0,
Uninfected,11507.5,0,0,0,0,
Uninfected,8581.5,0,0,0,0,
Uninfected,13060.5,0,0,0,0,
Uninfected,9326.0,0,0,0,0,
Uninfected,4.0,6.0,8.5,2.0,2.0,
Uninfected,17161.0,0,0,0,0,
Uninfected,14701.5,0,0,0,0,
Uninfected,4.0,13111.0,0,0,0,
Uninfected,4.0,2.0,2.0,4.0,2.0,
Uninfected,47.5,24.5,13234.5,0,0,
Uninfected,14022.0,0,0,0,0,
Uninfected,12320.0,0,0,0,0,
Uninfected,12678.0,0,0,0,0,
Uninfected,16034.0,0,0,0,0,
Uninfected,13711.0,0,0,0,0,
Uninfected,8843.0,0,0,0,0,
Uninfected,7994.5,0,0,0,0,
Uninfected,14103.0,0,0,0,0,
Uninfected,8239.5,0,0,0,0,
Uninfected,6636.5,0,0,0,0,
Uninfected,38.5,15934.5,0,0,0,
Uninfected,10935.5,0,0,0,0,
Uninfected,9653.5,0,0,0,0,
Uninfected,12001.5,0,0,0,0,
Uninfected,9393.5,0,0,0,0,
Uninfected,13672.0,0,0,0,0,
Uninfected,12061.5,0,0,0,0,
Uninfected,15572.0,0,0,0,0,
Uninfected,13145.5,0,0,0,0,
Uninfected,13072.5,0,0,0,0,
Uninfected,9308.5,0,0,0,0,
Uninfected,11606.5,0,0,0,0,
Uninfected,13441.5,0,0,0,0,
Uninfected,11630.0,0,0,0,0,
Uninfected,20715.0,0,0,0,0,
Uninfected,10704.5,0,0,0,0,
Uninfected,13549.5,0,0,0,0,
Uninfected,12561.0,0,0,0,0,
Uninfected,2.0,2.0,14.5,2.0,0.0,
Uninfected,12254.0,0,0,0,0,
Uninfected,12515.0,0,0,0,0,
Uninfected,13724.0,0,0,0,0,
Uninfected,13899.0,0,0,0,0,
Uninfected,14565.5,0,0,0,0,
Uninfected,15259.0,0,0,0,0,
Uninfected,15553.5,0,0,0,0,
Uninfected,12636.5,0,0,0,0,
Uninfected,15562.0,0,0,0,0,
Uninfected,12054.5,0,0,0,0,
Uninfected,19079.5,0,0,0,0,
Uninfected,17195.5,0,0,0,0,
Uninfected,12773.5,0,0,0,0,
Uninfected,13671.0,0,0,0,0,
Uninfected,18392.5,0,0,0,0,
Uninfected,9645.0,0,0,0,0,
Uninfected,11193.5,0,0,0,0,
Uninfected,11984.5,0,0,0,0,
Uninfected,13678.5,0,0,0,0,
Uninfected,9635.0,0,0,0,0,
Uninfected,11966.5,0,0,0,0,
Uninfected,14007.0,0,0,0,0,
Uninfected,14194.5,0,0,0,0,
Uninfected,11180.5,0,0,0,0,
Uninfected,15313.5,0,0,0,0,
Uninfected,2.0,15246.0,0,0,0,
Uninfected,12983.5,0,0,0,0,
Uninfected,13437.0,0,0,0,0,
Uninfected,10972.5,0,0,0,0,
Uninfected,11705.5,0,0,0,0,
Uninfected,9198.0,0,0,0,0,
Uninfected,7.0,11817.5,0,0,0,
Uninfected,7225.5,0,0,0,0,
Uninfected,13725.5,0,0,0,0,
Uninfected,13025.0,0,0,0,0,
Uninfected,12060.5,0,0,0,0,
Uninfected,14046.0,0,0,0,0,
Uninfected,11204.5,0,0,0,0,
Uninfected,10349.5,0,0,0,0,
Uninfected,12822.0,0,0,0,0,
Uninfected,10331.0,0,0,0,0,
Uninfected,13913.5,0,0,0,0,
Uninfected,12422.5,0,0,0,0,
Uninfected,12148.0,0,0,0,0,
Uninfected,8845.0,0,0,0,0,
Uninfected,12504.0,0,0,0,0,
Uninfected,0.0,0.0,4.0,2.0,4.0,
Uninfected,17924.0,0,0,0,0,
Uninfected,10527.0,0,0,0,0,
Uninfected,10236.5,0,0,0,0,
Uninfected,4.0,4.0,4.0,4.0,4.0,
Uninfected,9871.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,2.0,8.5,
Uninfected,13855.0,0,0,0,0,
Uninfected,4.0,4.0,2.0,2.0,11094.0,
Uninfected,11233.0,0,0,0,0,
Uninfected,16592.0,0,0,0,0,
Uninfected,11140.0,0,0,0,0,
Uninfected,12394.5,0,0,0,0,
Uninfected,6.0,0.0,36.5,12614.0,0,
Uninfected,2.0,2.0,4.0,7.0,4.0,
Uninfected,9587.5,0,0,0,0,
Uninfected,10425.5,0,0,0,0,
Uninfected,12414.0,0,0,0,0,
Uninfected,13117.0,0,0,0,0,
Uninfected,11211.0,0,0,0,0,
Uninfected,5.5,2.0,2.0,0.0,0.0,
Uninfected,12318.0,0,0,0,0,
Uninfected,14755.5,0,0,0,0,
Uninfected,36.5,11925.0,0,0,0,
Uninfected,4978.5,0,0,0,0,
Uninfected,15627.5,0,0,0,0,
Uninfected,13036.0,0,0,0,0,
Uninfected,4.0,2.0,0.0,4.0,33.0,
Uninfected,11992.0,0,0,0,0,
Uninfected,8250.5,0,0,0,0,
Uninfected,10890.5,0,0,0,0,
Uninfected,15382.0,0,0,0,0,
Uninfected,12376.5,0,0,0,0,
Uninfected,12457.0,0,0,0,0,
Uninfected,16042.5,0,0,0,0,
Uninfected,13731.0,0,0,0,0,
Uninfected,26.0,18454.0,0,0,0,
Uninfected,10886.5,0,0,0,0,
Uninfected,4.0,2.0,2.0,2.0,4.0,
Uninfected,12800.0,0,0,0,0,
Uninfected,11385.0,0,0,0,0,
Uninfected,12402.0,0,0,0,0,
Uninfected,10746.0,0,0,0,0,
Uninfected,12956.5,0,0,0,0,
Uninfected,9481.5,0,0,0,0,
Uninfected,13682.0,0,0,0,0,
Uninfected,12310.0,0,0,0,0,
Uninfected,14392.0,0,0,0,0,
Uninfected,10.5,11022.5,0,0,0,
Uninfected,14545.0,0,0,0,0,
Uninfected,7336.5,0,0,0,0,
Uninfected,16785.0,0,0,0,0,
Uninfected,5.5,11294.5,0,0,0,
Uninfected,13850.0,0,0,0,0,
Uninfected,9333.0,0,0,0,0,
Uninfected,2.0,12.0,2.0,11240.5,0,
Uninfected,10904.5,0,0,0,0,
Uninfected,13779.5,0,0,0,0,
Uninfected,15742.0,0,0,0,0,
Uninfected,11136.0,0,0,0,0,
Uninfected,0.0,2.0,2.0,2.0,2.0,
Uninfected,2.0,6.0,2.0,4.0,2.0,
Uninfected,11065.0,0,0,0,0,
Uninfected,10688.0,0,0,0,0,
Uninfected,12277.5,0,0,0,0,
Uninfected,17612.0,0,0,0,0,
Uninfected,14018.0,0,0,0,0,
Uninfected,8973.5,0,0,0,0,
Uninfected,10797.0,0,0,0,0,
Uninfected,14591.0,0,0,0,0,
Uninfected,11519.5,0,0,0,0,
Uninfected,12520.0,0,0,0,0,
Uninfected,11387.5,0,0,0,0,
Uninfected,16386.5,0,0,0,0,
Uninfected,16342.5,0,0,0,0,
Uninfected,13664.0,0,0,0,0,
Uninfected,13053.5,0,0,0,0,
Uninfected,10579.5,0,0,0,0,
Uninfected,13689.5,0,0,0,0,
Uninfected,5.5,5.5,2.0,7.0,4.0,
Uninfected,11105.0,0,0,0,0,
Uninfected,9148.5,0,0,0,0,
Uninfected,13981.5,0,0,0,0,
Uninfected,9519.0,0,0,0,0,
Uninfected,14649.5,0,0,0,0,
Uninfected,11358.5,0,0,0,0,
Uninfected,12727.0,0,0,0,0,
Uninfected,12629.0,0,0,0,0,
Uninfected,12830.0,0,0,0,0,
Uninfected,11494.0,0,0,0,0,
Uninfected,12040.0,0,0,0,0,
Uninfected,14149.0,0,0,0,0,
Uninfected,13142.5,0,0,0,0,
Uninfected,11675.5,0,0,0,0,
Uninfected,2.0,0.0,0.0,0.5,0.0,
Uninfected,13204.0,0,0,0,0,
Uninfected,15824.0,0,0,0,0,
Uninfected,12515.5,0,0,0,0,
Uninfected,2.0,4.0,2.0,2.0,6.0,
Uninfected,12428.5,0,0,0,0,
Uninfected,9725.0,0,0,0,0,
Uninfected,13149.5,0,0,0,0,
Uninfected,9103.5,0,0,0,0,
Uninfected,10938.5,0,0,0,0,
Uninfected,12841.0,0,0,0,0,
Uninfected,13816.5,0,0,0,0,
Uninfected,13029.0,0,0,0,0,
Uninfected,14168.5,0,0,0,0,
Uninfected,13720.0,0,0,0,0,
Uninfected,14100.5,0,0,0,0,
Uninfected,14258.5,0,0,0,0,
Uninfected,9123.0,0,0,0,0,
Uninfected,5.5,46.5,2.0,2.0,37.0,
Uninfected,12047.5,0,0,0,0,
Uninfected,17480.5,0,0,0,0,
Uninfected,4.0,13374.5,0,0,0,
Uninfected,10235.0,0,0,0,0,
Uninfected,9085.5,0,0,0,0,
Uninfected,12186.5,0,0,0,0,
Uninfected,14251.0,0,0,0,0,
Uninfected,14077.0,0,0,0,0,
Uninfected,11041.5,0,0,0,0,
Uninfected,16069.0,0,0,0,0,
Uninfected,15292.5,0,0,0,0,
Uninfected,10827.0,0,0,0,0,
Uninfected,8225.5,0,0,0,0,
Uninfected,11463.0,0,0,0,0,
Uninfected,10393.5,0,0,0,0,
Uninfected,13244.5,0,0,0,0,
Uninfected,13468.5,0,0,0,0,
Uninfected,13552.0,0,0,0,0,
Uninfected,16537.0,0,0,0,0,
Uninfected,10573.0,0,0,0,0,
Uninfected,7.5,10250.5,0,0,0,
Uninfected,13548.0,0,0,0,0,
Uninfected,10329.0,0,0,0,0,
Uninfected,13726.0,0,0,0,0,
Uninfected,11040.5,0,0,0,0,
Uninfected,12401.5,0,0,0,0,
Uninfected,11663.5,0,0,0,0,
Uninfected,10600.0,0,0,0,0,
Uninfected,10922.5,0,0,0,0,
Uninfected,11711.0,0,0,0,0,
Uninfected,9832.0,0,0,0,0,
Uninfected,11797.5,0,0,0,0,
Uninfected,7850.5,0,0,0,0,
Uninfected,14744.5,0,0,0,0,
Uninfected,11118.0,0,0,0,0,
Uninfected,11294.0,0,0,0,0,
Uninfected,12185.0,0,0,0,0,
Uninfected,12030.0,0,0,0,0,
Uninfected,18.0,5.5,4.0,2.0,9.0,
Uninfected,12359.0,0,0,0,0,
Uninfected,15984.0,0,0,0,0,
Uninfected,9763.0,0,0,0,0,
Uninfected,14307.5,0,0,0,0,
Uninfected,11328.5,0,0,0,0,
Uninfected,14413.5,0,0,0,0,
Uninfected,156.5,13728.5,0,0,0,
Uninfected,13283.5,0,0,0,0,
Uninfected,11581.5,0,0,0,0,
Uninfected,10275.5,0,0,0,0,
Uninfected,13077.0,0,0,0,0,
Uninfected,17388.5,0,0,0,0,
Uninfected,11232.5,0,0,0,0,
Uninfected,10539.5,0,0,0,0,
Uninfected,10079.0,0,0,0,0,
Uninfected,12576.0,0,0,0,0,
Uninfected,55.5,16247.0,0,0,0,
Uninfected,6228.0,0,0,0,0,
Uninfected,16391.0,0,0,0,0,
Uninfected,13222.0,0,0,0,0,
Uninfected,8817.0,0,0,0,0,
Uninfected,9475.0,0,0,0,0,
Uninfected,12941.0,0,0,0,0,
Uninfected,15169.5,0,0,0,0,
Uninfected,16059.5,0,0,0,0,
Uninfected,15127.5,0,0,0,0,
Uninfected,13288.5,0,0,0,0,
Uninfected,13886.5,0,0,0,0,
Uninfected,0.0,0.0,4.0,2.0,4.0,
Uninfected,4.0,5.5,16882.0,0,0,
Uninfected,12598.5,0,0,0,0,
Uninfected,40.0,32.0,5.5,13571.0,0,
Uninfected,2.0,2.0,2.0,2.0,10.0,
Uninfected,8406.5,0,0,0,0,
Uninfected,12021.5,0,0,0,0,
Uninfected,5.5,2.0,2.0,14.5,15748.5,
Uninfected,8430.0,0,0,0,0,
Uninfected,9642.5,0,0,0,0,
Uninfected,10219.5,0,0,0,0,
Uninfected,14299.0,0,0,0,0,
Uninfected,7185.5,0,0,0,0,
Uninfected,4.0,6.0,17.0,17828.0,0,
Uninfected,13387.5,0,0,0,0,
Uninfected,12154.0,0,0,0,0,
Uninfected,11310.5,0,0,0,0,
Uninfected,12878.0,0,0,0,0,
Uninfected,2.0,8562.5,0,0,0,
Uninfected,13874.5,0,0,0,0,
Uninfected,6835.5,0,0,0,0,
Uninfected,9963.5,0,0,0,0,
Uninfected,14421.0,0,0,0,0,
Uninfected,15238.0,0,0,0,0,
Uninfected,10164.0,0,0,0,0,
Uninfected,14441.5,0,0,0,0,
Uninfected,15274.0,0,0,0,0,
Uninfected,15328.5,0,0,0,0,
Uninfected,2.0,2.0,4.0,6.0,2.0,
Uninfected,11691.0,0,0,0,0,
Uninfected,14543.5,0,0,0,0,
Uninfected,11314.5,0,0,0,0,
Uninfected,11807.5,0,0,0,0,
Uninfected,13372.5,0,0,0,0,
Uninfected,13014.0,0,0,0,0,
Uninfected,11736.0,0,0,0,0,
Uninfected,13494.0,0,0,0,0,
Uninfected,12319.5,0,0,0,0,
